,Zip,City,State,Latitude,Longitude,Timezone,Daylightsavingstimeflag
12442,12231,Albany,NY,42.614852,-73.970812,-5,1
12443,12516,Copake,NY,42.112895,-73.56201,-5,1
12444,3342,Bennington,NH,43.01428,-71.881017,-5,1
12445,3852,Milton Mills,NH,43.500126,-70.96931000000002,-5,1
12446,4085,Steep Falls,ME,43.770432,-70.63812,-5,1
12447,4658,Milbridge,ME,44.512003,-67.87827,-5,1
12448,4785,Van Buren,ME,47.14685,-67.94718,-5,1
12449,5053,North Pomfret,VT,43.714887,-72.49886,-5,1
12450,14035,Collins Center,NY,42.49064,-78.849861,-5,1
12451,15131,McKeesport,PA,40.341469000000004,-79.81105,-5,1
12452,15345,Marianna,PA,40.019657,-80.10273000000001,-5,1
12453,18951,Quakertown,PA,40.445203,-75.34838,-5,1
12454,20646,La Plata,MD,38.528103,-76.98063,-5,1
12455,983,Carolina,PR,18.414407999999998,-65.97582,-4,0
12456,1653,Worcester,MA,42.364807,-71.89686800000001,-5,1
12457,2767,Raynham,MA,41.934585999999996,-71.04905,-5,1
12458,25771,Huntington,WV,38.413384,-82.277401,-5,1
12459,76121,Fort Worth,TX,32.771419,-97.291484,-6,1
12460,77534,Danbury,TX,29.226396,-95.33797,-6,1
12461,77593,League City,TX,29.506921000000002,-95.111987,-6,1
12462,77701,Beaumont,TX,30.074112,-94.10358000000001,-6,1
12463,77857,Gause,TX,30.796177,-96.70685,-6,1
12464,77879,Somerville,TX,30.368921999999998,-96.52359,-6,1
12465,65334,Hughesville,MO,38.825456,-93.25182,-6,1
12466,66225,Shawnee Mission,KS,38.899901,-94.831991,-6,1
12467,66512,Meriden,KS,39.201628,-95.55386999999999,-6,1
12468,59011,Big Timber,MT,45.883409,-109.91891000000001,-7,1
12469,15470,Ohiopyle,PA,39.854144,-79.52989000000001,-5,1
12470,19059,Levittown,PA,40.328645,-75.10278000000001,-5,1
12471,19465,Pottstown,PA,40.206057,-75.66107,-5,1
12472,25114,Jeffrey,WV,37.978787,-81.81354,-5,1
12473,25286,Walton,WV,38.617139,-81.39537,-5,1
12474,27321,Reidsville,NC,36.347568,-79.680318,-5,1
12475,27532,Goldsboro,NC,35.372045,-78.05242199999999,-5,1
12476,6506,New Haven,CT,41.365709,-72.92750699999999,-5,1
12477,8401,Atlantic City,NJ,39.364965999999995,-74.43903,-5,1
12478,8638,Trenton,NJ,40.249908000000005,-74.75953,-5,1
12479,13101,McGraw,NY,42.593363000000004,-76.07789,-5,1
12480,13439,Richfield Springs,NY,42.852371999999995,-74.99121,-5,1
12481,27822,Elm City,NC,35.809514,-77.8601,-5,1
12482,29442,Georgetown,SC,33.403693,-79.226361,-5,1
12483,22313,Alexandria,VA,38.815762,-77.09005,-5,1
12484,22973,Stanardsville,VA,38.301190999999996,-78.46396,-5,1
12485,24053,Ararat,VA,36.618824,-80.53102,-5,1
12486,14135,Sheridan,NY,42.488983000000005,-79.238997,-5,1
12487,15003,Ambridge,PA,40.593917,-80.22180999999999,-5,1
12488,3770,Meriden,NH,43.525462,-72.28072,-5,1
12489,79501,Anson,TX,32.754554999999996,-99.89506999999999,-6,1
12490,67570,Pretty Prairie,KS,37.784834000000004,-97.98231,-6,1
12491,74459,Rentiesville,OK,35.519193,-95.49446999999999,-6,1
12492,71375,Waterproof,LA,31.796575,-91.4343,-6,1
12493,80862,Wild Horse,CO,38.922655,-103.02115,-7,1
12494,81136,Hooper,CO,37.779885,-105.81263999999999,-7,1
12495,83422,Driggs,ID,43.726688,-111.11483999999999,-7,1
12496,55750,Hoyt Lakes,MN,47.517269,-92.0706,-6,1
12497,55804,Duluth,MN,46.86242,-91.98342,-6,1
12498,46706,Auburn,IN,41.352638,-85.04791999999999,-5,0
12499,46848,Huntertown,IN,41.221365999999996,-85.172053,-5,0
12500,18814,Burlington,PA,41.782906,-76.60854,-5,1
12501,57245,Kranzburg,SD,44.889964,-96.91932,-6,1
12502,53080,Saukville,WI,43.394676000000004,-87.95886999999999,-6,1
12503,80295,Denver,CO,39.745486,-104.98633600000001,-7,1
12504,80841,U S A F Academy,CO,38.824690000000004,-104.562027,-7,1
12505,82450,Wapiti,WY,44.463071,-109.415501,-7,1
12506,83553,Weippe,ID,46.368446999999996,-115.90101000000001,-8,1
12507,93427,Buellton,CA,34.613014,-120.2051,-8,1
12508,78780,Austin,TX,30.326373999999998,-97.77125799999999,-6,1
12509,87059,Tijeras,NM,35.017604,-106.31043999999999,-7,1
12510,88024,Berino,NM,32.068298999999996,-106.61688999999998,-7,1
12511,62024,East Alton,IL,38.868136,-90.08023,-6,1
12512,14897,Whitesville,NY,42.034218,-77.79269000000001,-5,1
12513,20036,Washington,DC,38.906778,-77.04148,-5,1
12514,20041,Washington,DC,38.893311,-77.014647,-5,1
12515,20750,Oxon Hill,MD,38.833563,-76.87774300000001,-5,1
12516,4606,Addison,ME,44.556073,-67.70121999999999,-5,1
12517,12016,Auriesville,NY,42.910206,-74.423606,-5,1
12518,13069,Fulton,NY,43.32347,-76.40029,-5,1
12519,10122,New York,NY,40.751757,-73.992171,-5,1
12520,1850,Lowell,MA,42.655791,-71.30504,-5,1
12521,30217,Franklin,GA,33.298014,-85.12243000000001,-5,1
12522,30910,Augusta,GA,33.386041,-82.09099599999999,-5,1
12523,33838,Dundee,FL,28.021065999999998,-81.61872,-5,1
12524,35151,Sylacauga,AL,33.137515,-86.33414,-6,1
12525,26617,Dille,WV,38.49119,-80.83069,-5,1
12526,25311,Charleston,WV,38.351203999999996,-81.58198,-5,1
12527,25321,Charleston,WV,38.296818,-81.55465500000001,-5,1
12528,26257,Coalton,WV,38.916124,-80.00220999999999,-5,1
12529,43142,Milledgeville,OH,39.593121000000004,-83.5876,-5,1
12530,95536,Ferndale,CA,40.561448,-124.25781,-8,1
12531,95629,Fiddletown,CA,38.527556,-120.69292,-8,1
12532,98253,Greenbank,WA,48.085852,-122.57128999999999,-8,1
12533,98950,Vantage,WA,46.880413,-119.98938999999999,-8,1
12534,80962,Colorado Springs,CO,38.824690000000004,-104.562027,-7,1
12535,84104,Salt Lake City,UT,40.750628000000006,-111.94077,-7,1
12536,85540,Morenci,AZ,33.044523,-109.32903999999999,-7,0
12537,78253,San Antonio,TX,29.461353000000003,-98.75976,-6,1
12538,65728,Ponce De Leon,MO,36.87478,-93.34371,-6,1
12539,66776,Thayer,KS,37.478331,-95.48416999999999,-6,1
12540,56240,Graceville,MN,45.568463,-96.45916,-6,1
12541,57501,Pierre,SD,44.425356,-100.29145,-6,1
12542,54009,Dresser,WI,45.351585,-92.60246,-6,1
12543,54174,Suring,WI,45.047765999999996,-88.37913,-6,1
12544,63158,Saint Louis,MO,38.6531,-90.243462,-6,1
12545,65284,Sturgeon,MO,39.208684999999996,-92.29136,-6,1
12546,47395,Lynn,IN,40.05085,-84.938878,-5,0
12547,70144,New Orleans,LA,29.930433,-90.038021,-6,1
12548,70508,Lafayette,LA,30.163368,-92.01974,-6,1
12549,71724,Calion,AR,33.326096,-92.53866,-6,1
12550,42219,Dunbar,KY,37.170909,-86.767822,-6,1
12551,42541,Middleburg,KY,37.3677,-84.80731999999999,-5,1
12552,44072,Novelty,OH,41.478469,-81.33635,-5,1
12553,34104,Naples,FL,26.15091,-81.7477,-5,1
12554,36047,Letohatchee,AL,32.070433,-86.49436999999999,-6,1
12555,36082,Troy,AL,31.816474,-85.964713,-6,1
12556,36605,Mobile,AL,30.641191,-88.08221999999999,-6,1
12557,36764,Nanafalia,AL,32.268329,-87.795275,-6,1
12558,38008,Bolivar,TN,35.25543,-88.98751,-6,1
12559,22217,Arlington,VA,38.880811,-77.11295,-5,1
12560,27986,Winton,NC,36.386604999999996,-76.92641,-5,1
12561,32833,Orlando,FL,28.511878999999997,-81.09078000000001,-5,1
12562,75216,Dallas,TX,32.710082,-96.7972,-6,1
12563,83327,Fairfield,ID,43.365909,-114.77559,-7,1
12564,84775,Torrey,UT,38.340185999999996,-111.0022,-7,1
12565,97350,Idanha,OR,44.696507000000004,-122.07246,-8,1
12566,18519,Dickson City,PA,41.46213,-75.62478,-5,1
12567,8097,Woodbury Heights,NJ,39.816063,-75.15321,-5,1
12568,19354,Lyndell,PA,40.058173,-75.74327199999999,-5,1
12569,19369,Sadsburyville,PA,39.985257,-75.88984,-5,1
12570,24993,Wolfcreek,WV,37.552029,-80.539672,-5,1
12571,22205,Arlington,VA,38.88275,-77.13999,-5,1
12572,22969,Schuyler,VA,37.792343,-78.69417,-5,1
12573,23226,Richmond,VA,37.581696,-77.51709,-5,1
12574,13942,Whitestown,NY,43.114669,-75.305811,-5,1
12575,3030,Nashua,NH,42.749988,-71.46431,-5,1
12576,76888,Voss,TX,31.589203,-99.62601,-6,1
12577,77477,Stafford,TX,29.626186999999998,-95.57145,-6,1
12578,78332,Alice,TX,27.737965000000003,-98.09302,-6,1
12579,78852,Eagle Pass,TX,28.716241999999998,-100.48058,-6,1
12580,79119,Amarillo,TX,35.097488,-101.98105,-6,1
12581,96804,Honolulu,HI,24.859832,-168.021815,-10,0
12582,98027,Issaquah,WA,47.522828000000004,-122.02921,-8,1
12583,90262,Lynwood,CA,33.924642,-118.20186000000001,-8,1
12584,91184,Pasadena,CA,33.786594,-118.29866200000001,-8,1
12585,91203,Glendale,CA,34.152757,-118.2658,-8,1
12586,28602,Hickory,NC,35.70701,-81.3534,-5,1
12587,28677,Statesville,NC,35.765719,-80.8981,-5,1
12588,29341,Gaffney,SC,35.10425,-81.69232,-5,1
12589,29682,Six Mile,SC,34.833113,-82.83794,-5,1
12590,30818,Matthews,GA,33.244828999999996,-82.32636,-5,1
12591,31513,Baxley,GA,31.768849,-82.35198000000001,-5,1
12592,33983,Punta Gorda,FL,26.999485999999997,-82.00964,-5,1
12593,36312,Ashford,AL,31.178688,-85.2429,-6,1
12594,37235,Nashville,TN,36.186605,-86.785248,-6,1
12595,37892,Winfield,TN,36.563796999999994,-84.41935,-5,1
12596,38462,Hohenwald,TN,35.535396999999996,-87.54905,-6,1
12597,45363,Russia,OH,40.233304,-84.40459,-5,1
12598,45506,Springfield,OH,39.910109000000006,-83.83243,-5,1
12599,41174,South Portsmouth,KY,38.71293,-83.02353000000001,-5,1
12600,41721,Buckhorn,KY,37.325317999999996,-83.49048,-5,1
12601,42452,Robards,KY,37.674669,-87.54290999999999,-6,1
12602,3038,Derry,NH,42.886486,-71.30019,-5,1
12603,4614,Blue Hill,ME,44.413056,-68.58156,-5,1
12604,4777,Sherman Station,ME,45.880435999999996,-68.45173,-5,1
12605,6388,West Mystic,CT,41.344097999999995,-71.976467,-5,1
12606,2155,Medford,MA,42.419846,-71.10942,-5,1
12607,2461,Newton Highlands,MA,42.31883,-71.20822,-5,1
12608,2713,Cuttyhunk,MA,41.429673,-70.8954,-5,1
12609,23609,Newport News,VA,37.195924,-76.524805,-5,1
12610,18336,Matamoras,PA,41.368893,-74.70553000000001,-5,1
12611,19550,Rehrersburg,PA,40.456862,-76.24373,-5,1
12612,30499,Reidsville,GA,32.050694,-81.998348,-5,1
12613,31315,Fort Stewart,GA,31.886944,-81.60109,-5,1
12614,15904,Johnstown,PA,40.289442,-78.86612,-5,1
12615,6879,Ridgefield,CT,41.308873,-73.363661,-5,1
12616,8046,Willingboro,NJ,40.029011,-74.88257,-5,1
12617,10579,Putnam Valley,NY,41.390356,-73.8377,-5,1
12618,95367,Riverbank,CA,37.731272,-120.94365,-8,1
12619,97231,Portland,OR,45.651278999999995,-122.82465,-8,1
12620,98158,Seattle,WA,47.432251,-121.80338799999998,-8,1
12621,99333,Hooper,WA,46.838747,-117.64433700000001,-8,1
12622,20111,Manassas,VA,38.769697,-77.44915,-5,1
12623,20129,Paeonian Springs,VA,39.149032,-77.61471,-5,1
12624,20405,Washington,DC,38.893311,-77.014647,-5,1
12625,37174,Spring Hill,TN,35.73062,-86.91144,-6,1
12626,61425,Carman,IL,40.778519,-91.05901999999999,-6,1
12627,62786,Springfield,IL,39.749457,-89.60601700000001,-6,1
12628,62832,Du Quoin,IL,38.011728999999995,-89.24688,-6,1
12629,62839,Flora,IL,38.667752,-88.48855,-6,1
12630,63163,Saint Louis,MO,38.6531,-90.243462,-6,1
12631,79015,Canyon,TX,34.971028999999994,-101.9212,-6,1
12632,79780,Saragosa,TX,31.026706,-103.65509,-6,1
12633,68760,Niobrara,NE,42.776379,-98.07011,-6,1
12634,70584,Sunset,LA,30.394647999999997,-92.07786,-6,1
12635,71061,Oil City,LA,32.748354,-93.97188,-6,1
12636,72332,Edmondson,AR,35.103643,-90.31096,-6,1
12637,72957,Van Buren,AR,35.494412,-94.318648,-6,1
12638,76483,Throckmorton,TX,33.155666,-99.2174,-6,1
12639,77234,Houston,TX,29.833990000000004,-95.434241,-6,1
12640,77882,Wheelock,TX,30.896203999999997,-96.40959000000001,-6,1
12641,78073,Von Ormy,TX,29.227134999999997,-98.60919,-6,1
12642,84022,Dugway,UT,40.212315999999994,-112.70012,-7,1
12643,84726,Escalante,UT,37.76737,-111.6841,-7,1
12644,60439,Lemont,IL,41.676028,-87.98258,-6,1
12645,64633,Carrollton,MO,39.355424,-93.48123000000001,-6,1
12646,64836,Carthage,MO,37.168985,-94.31164,-6,1
12647,65231,Auxvasse,MO,39.0159,-91.8983,-6,1
12648,55088,Webster,MN,44.541055,-93.38713,-6,1
12649,55358,Maple Lake,MN,45.244744,-94.00289000000001,-6,1
12650,55945,Kellogg,MN,44.273406,-92.04934,-6,1
12651,49314,Burnips,MI,42.731193,-85.840372,-5,1
12652,49410,Fountain,MI,44.016249,-86.14028,-5,1
12653,49418,Grandville,MI,42.891709000000006,-85.76465999999999,-5,1
12654,49457,Twin Lake,MI,43.360182,-86.18835,-5,1
12655,33187,Miami,FL,25.596234,-80.4765,-5,1
12656,35477,Panola,AL,32.915890999999995,-88.25764000000001,-6,1
12657,45673,Richmond Dale,OH,39.204151,-82.81378000000001,-5,1
12658,47272,Saint Paul,IN,39.419641,-85.62782,-5,0
12659,38679,Victoria,MS,34.870804,-89.64081999999999,-6,1
12660,62819,Buckner,IL,37.980455,-89.01261,-6,1
12661,63366,O Fallon,MO,38.786335,-90.72121,-6,1
12662,64037,Higginsville,MO,39.058603999999995,-93.73366,-6,1
12663,70534,Estherwood,LA,30.182784,-92.46576,-6,1
12664,71134,Shreveport,LA,32.607556,-93.75256,-6,1
12665,72560,Mountain View,AR,35.863114,-92.11108,-6,1
12666,74079,Stroud,OK,35.744531,-96.66342,-6,1
12667,78666,San Marcos,TX,29.876944,-97.94668,-6,1
12668,79845,Presidio,TX,29.597409000000003,-104.27058000000001,-6,1
12669,79848,Sanderson,TX,30.144953000000005,-102.39894,-6,1
12670,74186,Tulsa,OK,36.139826,-96.029725,-6,1
12671,75979,Woodville,TX,30.768601,-94.40671,-6,1
12672,65054,Loose Creek,MO,38.483274,-91.95135,-6,1
12673,18024,Bethlehem,PA,40.650883,-75.306102,-5,1
12674,14065,Freedom,NY,42.483508,-78.30011,-5,1
12675,26060,Valley Grove,WV,40.104818,-80.54634,-5,1
12676,32628,Cross City,FL,29.630964000000002,-83.1148,-5,1
12677,33321,Fort Lauderdale,FL,26.211122,-80.2631,-5,1
12678,33420,West Palm Beach,FL,26.645895,-80.430269,-5,1
12679,35543,Bear Creek,AL,34.247898,-87.72171,-6,1
12680,37072,Goodlettsville,TN,36.35465,-86.71879,-6,1
12681,38723,Avon,MS,33.229713000000004,-91.04781,-6,1
12682,47407,Bloomington,IN,39.173234,-86.501543,-5,0
12683,54242,Ludington,WI,44.829002,-91.210194,-6,1
12684,54721,Arkansaw,WI,44.624109999999995,-92.07828,-6,1
12685,47982,State Line,IN,40.196628000000004,-87.5271,-5,0
12686,48124,Dearborn,MI,42.294987,-83.25049,-5,1
12687,43458,Rocky Ridge,OH,41.532215,-83.21025999999999,-5,1
12688,14616,Rochester,NY,43.232312,-77.64905,-5,1
12689,16534,Erie,PA,42.182748,-80.064915,-5,1
12690,23810,Cape Charles,VA,37.268263,-76.007162,-5,1
12691,4429,Holden,ME,44.700606,-68.59682,-5,1
12692,6145,Hartford,CT,41.791776,-72.71883199999999,-5,1
12693,10114,New York,NY,40.780751,-73.977182,-5,1
12694,11551,Hempstead,NY,40.754757,-73.601772,-5,1
12695,95490,Willits,CA,39.451662,-123.37285,-8,1
12696,96803,Honolulu,HI,24.859832,-168.021815,-10,0
12697,65560,Salem,MO,37.630896,-91.51423,-6,1
12698,44109,Cleveland,OH,41.448951,-81.70342,-5,1
12699,59640,Marysville,MT,46.748706,-112.30023,-7,1
12700,99668,Sleetmute,AK,61.68393100000001,-157.15202,-9,1
12701,17343,McKnightstown,PA,39.871147,-77.32608,-5,1
12702,10131,New York,NY,40.780751,-73.977182,-5,1
12703,10519,Croton Falls,NY,41.34598,-73.66199,-5,1
12704,11793,Wantagh,NY,40.676649,-73.51122,-5,1
12705,7481,Wyckoff,NJ,40.998583,-74.1671,-5,1
12706,8551,Ringoes,NJ,40.449171,-74.84979,-5,1
12707,77304,Conroe,TX,30.331459999999996,-95.50703,-6,1
12708,78602,Bastrop,TX,30.120442999999998,-97.30991,-6,1
12709,79516,Dunn,TX,32.747707,-100.9153,-6,1
12710,60803,Alsip,IL,41.675861,-87.73189,-6,1
12711,61359,Seatonville,IL,41.363772,-89.26975,-6,1
12712,85723,Tucson,AZ,31.970131,-111.89071299999999,-7,0
12713,80935,Colorado Springs,CO,38.824690000000004,-104.562027,-7,1
12714,81135,Homelake,CO,37.615741,-106.37529199999999,-7,1
12715,81421,Maher,CO,38.942927000000005,-107.93983100000001,-7,1
12716,83251,Mackay,ID,43.969772,-113.74906999999999,-7,1
12717,65890,Springfield,MO,37.25807,-93.343673,-6,1
12718,66227,Shawnee Mission,KS,38.972196999999994,-94.86986999999999,-6,1
12719,76082,Springtown,TX,32.964932,-97.69803,-6,1
12720,93717,Fresno,CA,36.746375,-119.63965800000001,-8,1
12721,88202,Roswell,NM,33.303825,-104.431788,-7,1
12722,88340,Mescalero,NM,33.157278000000005,-105.73266000000001,-7,1
12723,89149,Las Vegas,NV,36.266265999999995,-115.28656000000001,-8,1
12724,95776,Woodland,CA,38.681253999999996,-121.74188999999998,-8,1
12725,4106,South Portland,ME,43.631549,-70.27271999999999,-5,1
12726,5262,Shaftsbury,VT,42.977018,-73.16601999999999,-5,1
12727,30599,Commerce,GA,34.130594,-83.587419,-5,1
12728,31042,Irwinton,GA,32.7615,-83.1612,-5,1
12729,33424,Boynton Beach,FL,26.645895,-80.430269,-5,1
12730,15763,Northpoint,PA,40.906164000000004,-79.13757,-5,1
12731,15847,Knox Dale,PA,41.084340000000005,-79.0308,-5,1
12732,24985,Wayside,WV,37.597231,-80.74638,-5,1
12733,25635,Man,WV,37.729265000000005,-81.87853,-5,1
12734,20166,Sterling,VA,39.004276000000004,-77.43441999999999,-5,1
12735,22393,Fishersville,VA,38.103819,-78.963004,-5,1
12736,22725,Leon,VA,38.428509000000005,-78.267848,-5,1
12737,17512,Columbia,PA,40.037682000000004,-76.49011,-5,1
12738,4226,East Andover,ME,44.614134,-70.69882,-5,1
12739,4935,East Vassalboro,ME,44.414056,-69.751913,-5,1
12740,94170,San Francisco,CA,37.784827,-122.727802,-8,1
12741,95446,Guerneville,CA,38.509737,-123.00084,-8,1
12742,89448,Zephyr Cove,NV,39.006963,-119.94762,-8,1
12743,92711,Santa Ana,CA,33.640302,-117.769442,-8,1
12744,99551,Akiachak,AK,60.88981,-161.42393,-9,1
12745,72086,Lonoke,AR,34.7964,-91.90949,-6,1
12746,74730,Calera,OK,33.920767,-96.44073,-6,1
12747,66538,Seneca,KS,39.840496,-96.04833,-6,1
12748,63737,Brazeau,MO,37.663253000000005,-89.652912,-6,1
12749,65299,Mid Missouri,MO,38.903318,-92.102153,-6,1
12750,77582,Raywood,TX,30.023932000000002,-94.66678,-6,1
12751,61460,Media,IL,40.734056,-90.82654000000001,-6,1
12752,70629,Lake Charles,LA,30.264232,-93.326527,-6,1
12753,36322,Daleville,AL,31.284499,-85.72111,-6,1
12754,22938,Faber,VA,37.85583,-78.77546,-5,1
12755,22963,Palmyra,VA,37.871021,-78.30837,-5,1
12756,2835,Jamestown,RI,41.520312,-71.3718,-5,1
12757,4075,Sebago Lake,ME,43.796053,-70.552183,-5,1
12758,4344,Farmingdale,ME,44.26043,-69.80122,-5,1
12759,4943,Hartland,ME,44.861365,-69.49934,-5,1
12760,7604,Hasbrouck Heights,NJ,40.86289,-74.07506,-5,1
12761,78223,San Antonio,TX,29.352352000000003,-98.43215,-6,1
12762,78957,Smithville,TX,30.010487,-97.16036,-6,1
12763,58563,New Salem,ND,46.909228999999996,-101.4391,-6,1
12764,62874,Orient,IL,37.921795,-88.97892,-6,1
12765,63936,Dudley,MO,36.808827,-90.12915,-6,1
12766,71677,Winchester,AR,33.749668,-91.4657,-6,1
12767,65072,Rocky Mount,MO,38.248494,-92.71511,-6,1
12768,87319,Mentmore,NM,35.486269,-108.90413999999998,-7,1
12769,75662,Kilgore,TX,32.387151,-94.87439,-6,1
12770,73139,Oklahoma City,OK,35.388461,-97.52713,-6,1
12771,81260,Basalt,CO,39.361605,-107.02548600000001,-7,1
12772,82727,Rozet,WY,44.221574,-105.23841999999999,-7,1
12773,14534,Pittsford,NY,43.071131,-77.51181,-5,1
12774,15827,Byrnedale,PA,41.293237,-78.50471999999999,-5,1
12775,16057,Slippery Rock,PA,41.047157,-80.05506,-5,1
12776,30629,Comer,GA,34.072573,-83.11913,-5,1
12777,31521,Brunswick,GA,31.241505,-81.532489,-5,1
12778,26178,Smithville,WV,39.059792,-81.02943,-5,1
12779,20794,Jessup,MD,39.144807,-76.78766999999999,-5,1
12780,22226,Arlington,VA,38.883358,-77.10280999999999,-5,1
12781,8405,Atlantic City,NJ,39.509208,-74.60855699999999,-5,1
12782,10953,Mountainville,NY,41.409284,-74.083045,-5,1
12783,11102,Astoria,NY,40.771285999999996,-73.92461999999999,-5,1
12784,29046,Elliott,SC,34.107966999999995,-80.161,-5,1
12785,12155,Schenevus,NY,42.587708,-74.83536,-5,1
12786,13261,Syracuse,NY,43.02143,-76.197701,-5,1
12787,26588,Rivesville,WV,39.549346,-80.13096999999999,-5,1
12788,53597,Waunakee,WI,43.182873,-89.45408,-6,1
12789,54539,Lake Tomahawk,WI,45.811923,-89.57988,-6,1
12790,54902,Oshkosh,WI,43.988616,-88.54699000000001,-6,1
12791,55777,Virginia,MN,47.640367,-92.442797,-6,1
12792,37140,Only,TN,35.863362,-87.67179,-6,1
12793,37315,Collegedale,TN,35.047891,-85.05735899999999,-5,1
12794,16254,Shippenville,PA,41.255691,-79.45121999999999,-5,1
12795,16262,Worthington,PA,40.839519,-79.65268,-5,1
12796,13260,Syracuse,NY,43.02143,-76.197701,-5,1
12797,25697,Vulcan,WV,37.743063,-82.10801,-5,1
12798,14449,East Williamson,NY,43.235369,-77.137642,-5,1
12799,18621,Hunlock Creek,PA,41.257193,-76.08882,-5,1
12800,12582,Stormville,NY,41.549525,-73.72745,-5,1
12801,18036,Coopersburg,PA,40.508855,-75.40103,-5,1
12802,76518,Buckholts,TX,30.851275,-97.13837,-6,1
12803,74937,Heavener,OK,34.866896999999994,-94.58622,-6,1
12804,80737,Julesburg,CO,40.916928999999996,-102.21858,-7,1
12805,76119,Fort Worth,TX,32.691033000000004,-97.26479,-6,1
12806,68878,Sumner,NE,40.970793,-99.48581999999999,-6,1
12807,13457,Schuyler Lake,NY,42.775805,-75.048502,-5,1
12808,73057,Maysville,OK,34.828663,-97.42481,-6,1
12809,13814,North Norwich,NY,42.603574,-75.528221,-5,1
12810,90624,Buena Park,CA,33.640302,-117.769442,-8,1
12811,15754,Lucernemines,PA,40.558928,-79.1497,-5,1
12812,3855,New Durham,NH,43.443682,-71.14628,-5,1
12813,4649,Jonesport,ME,44.554662,-67.57808,-5,1
12814,78125,Mineral,TX,28.535247,-97.93937,-6,1
12815,83702,Boise,ID,43.627734000000004,-116.20756000000002,-7,1
12816,1703,Framingham,MA,42.446396,-71.459405,-5,1
12817,78717,Austin,TX,30.494622999999997,-97.75686999999999,-6,1
12818,66949,Jewell,KS,39.652105999999996,-98.18519,-6,1
12819,8886,Stewartsville,NJ,40.694938,-75.11180999999999,-5,1
12820,54141,Little Suamico,WI,44.728341,-88.00712,-6,1
12821,11024,Great Neck,NY,40.812886999999996,-73.74094000000001,-5,1
12822,38125,Memphis,TN,35.035466,-89.80329,-6,1
12823,25335,Charleston,WV,38.296818,-81.55465500000001,-5,1
12824,19963,Milford,DE,38.922806,-75.41449,-5,1
12825,44142,Brookpark,OH,41.40035,-81.82055,-5,1
12826,99664,Seward,AK,60.151652,-149.41271,-9,1
12827,29009,Bethune,SC,34.422793,-80.36129,-5,1
12828,30103,Adairsville,GA,34.368646999999996,-84.92452,-5,1
12829,62237,Coulterville,IL,38.188624,-89.59789,-6,1
12830,41075,Fort Thomas,KY,39.076011,-84.45127,-5,1
12831,42275,Roundhill,KY,37.223167,-86.44062,-6,1
12832,42715,Breeding,KY,36.954910999999996,-85.39553000000001,-6,1
12833,49226,Bloomingdale,MI,42.379469,-85.97684100000001,-5,1
12834,65787,Roach,MO,38.067095,-92.88033,-6,1
12835,46346,Kingsford Heights,IN,41.479757,-86.6925,-6,1
12836,96123,Ravendale,CA,40.800556,-120.36373999999999,-8,1
12837,49503,Grand Rapids,MI,42.964176,-85.65885,-5,1
12838,91123,Pasadena,CA,33.786594,-118.29866200000001,-8,1
12839,40070,Sulphur,KY,38.486325,-85.27425,-5,1
12840,92194,San Diego,CA,33.016928,-116.846046,-8,1
12841,94609,Oakland,CA,37.834926,-122.264,-8,1
12842,95135,San Jose,CA,37.299474,-121.75446000000001,-8,1
12843,95558,Petrolia,CA,40.272963,-124.21493999999998,-8,1
12844,83434,Menan,ID,43.759605,-111.99508,-7,1
12845,74946,Moffett,OK,35.41483,-94.45263,-6,1
12846,5468,Milton,VT,44.641974,-73.13469,-5,1
12847,5486,South Hero,VT,44.645192,-73.31452,-5,1
12848,87552,Pecos,NM,35.622261,-105.6422,-7,1
12849,1550,Southbridge,MA,42.070827,-72.03533,-5,1
12850,90032,Los Angeles,CA,34.08166,-118.17568,-8,1
12851,99737,Delta Junction,AK,63.97835500000001,-145.4623,-9,1
12852,29456,Ladson,SC,32.993571,-80.12165,-5,1
12853,74020,Cleveland,OK,36.260645000000004,-96.39586,-6,1
12854,48887,Smyrna,MI,42.944928999999995,-85.074665,-5,1
12855,42462,Waverly,KY,37.729871,-87.81891,-6,1
12856,22558,Stratford,VA,38.121793,-76.79025,-5,1
12857,59486,Valier,MT,48.336146,-112.31498,-7,1
12858,23314,Carrollton,VA,36.940626,-76.5378,-5,1
12859,28572,Pink Hill,NC,35.030153999999996,-77.7221,-5,1
12860,57238,Goodwin,SD,44.865062,-96.85949000000001,-6,1
12861,28643,Lansing,NC,36.532301000000004,-81.53116999999999,-5,1
12862,54556,Prentice,WI,45.549425,-90.31571,-6,1
12863,31776,Moultrie,GA,31.172696000000002,-83.792379,-5,1
12864,49873,Perronville,MI,45.889823,-87.50716,-6,1
12865,50632,Garwin,IA,42.079127,-92.70805,-6,1
12866,18938,New Hope,PA,40.354735,-74.99319,-5,1
12867,3754,Guild,NH,43.365618,-72.125562,-5,1
12868,20597,Washington,DC,38.893311,-77.014647,-5,1
12869,4675,Seal Harbor,ME,44.298106,-68.24075,-5,1
12870,22626,Fishers Hill,VA,38.980286,-78.4011,-5,1
12871,23219,Richmond,VA,37.541046,-77.43536,-5,1
12872,6878,Riverside,CT,41.034264,-73.5842,-5,1
12873,25279,Statts Mills,WV,38.732716,-81.61753,-5,1
12874,14627,Rochester,NY,43.127513,-77.627674,-5,1
12875,15729,Commodore,PA,40.710407,-78.93008,-5,1
